no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,income_to_loan_ratio,total_assets
1,0,1,6700000,18800000,6,798,8700000,5900000,18000000,6100000,0.35638297872340424,32600000
4,0,1,900000,2800000,2,660,1200000,1400000,2400000,900000,0.32142857142857145,5000000
3,1,0,800000,3000000,14,576,1200000,1300000,2600000,400000,0.26666666666666666,5100000
5,0,0,200000,700000,18,707,-100000,100000,500000,200000,0.2857142857142857,500000
1,0,0,8300000,30000000,18,350,12800000,10800000,23800000,9400000,0.27666666666666667,47400000
1,0,1,5800000,16700000,12,721,1100000,9700000,17200000,7500000,0.3473053892215569,28000000
4,1,1,3700000,11900000,18,635,6100000,6400000,11200000,4700000,0.31092436974789917,23700000
0,0,0,4800000,15100000,6,848,1300000,300000,18800000,3500000,0.31788079470198677,20400000
2,1,1,3500000,13300000,4,420,6400000,1700000,8000000,2300000,0.2631578947368421,16100000
3,0,1,7200000,16500000,18,515,7800000,6300000,17300000,10600000,0.43636363636363634,31400000
1,0,0,6000000,20100000,6,476,13900000,10000000,15200000,5500000,0.29850746268656714,39100000
0,1,1,3700000,9300000,14,531,8300000,1000000,8900000,1900000,0.3978494623655914,18200000
3,0,0,7000000,18900000,2,691,6300000,7400000,15200000,3900000,0.37037037037037035,28900000
3,0,1,4100000,14600000,16,760,4700000,6600000,14900000,3000000,0.2808219178082192,26200000
3,0,0,6600000,14600000,10,841,15300000,12100000,14800000,6000000,0.4520547945205479,42200000
3,0,1,9600000,34200000,2,745,2500000,2000000,33000000,6700000,0.2807017543859649,37500000
4,0,0,500000,1300000,8,471,500000,300000,1500000,700000,0.38461538461538464,2300000
4,1,0,8400000,29000000,2,463,12700000,1100000,20100000,6700000,0.2896551724137931,33900000
4,0,1,9800000,34100000,14,740,6500000,16900000,27100000,5100000,0.2873900293255132,50500000
4,1,0,300000,600000,6,365,-100000,400000,600000,200000,0.5,900000
1,1,1,6300000,23900000,10,844,16300000,4900000,16800000,4500000,0.26359832635983266,38000000
1,1,1,8300000,28400000,16,704,1400000,11700000,16900000,11400000,0.29225352112676056,30000000
1,0,0,1700000,6700000,16,537,4300000,2900000,3500000,1100000,0.2537313432835821,10700000
0,1,0,2100000,5900000,14,402,4400000,0,4800000,1000000,0.3559322033898305,9200000
0,0,0,500000,1200000,14,556,900000,0,1800000,500000,0.4166666666666667,2700000
5,1,1,4000000,8200000,2,571,3500000,7700000,9500000,4400000,0.4878048780487805,20700000
4,1,1,300000,1000000,20,655,0,100000,1100000,400000,0.3,1200000
4,0,1,2800000,5500000,8,875,6900000,4000000,6000000,3300000,0.509090909090909,16900000
5,0,1,1700000,6500000,14,587,1100000,1000000,6400000,1500000,0.26153846153846155,8500000
2,1,0,300000,600000,2,383,600000,300000,1100000,400000,0.5,2000000
5,0,1,6700000,25400000,14,820,10300000,8100000,18500000,3900000,0.2637795275590551,36900000
5,0,1,9500000,21700000,16,307,27500000,2700000,28500000,9700000,0.4377880184331797,58700000
1,0,0,7400000,26600000,18,505,2200000,2400000,22400000,3900000,0.2781954887218045,27000000
5,1,1,7600000,18700000,14,509,8500000,8500000,22200000,3700000,0.40641711229946526,39200000
3,0,1,2500000,7100000,6,420,3800000,3300000,8700000,3000000,0.352112676056338,15800000
5,0,1,8900000,19100000,20,329,13300000,11400000,29500000,10000000,0.46596858638743455,54200000
3,1,1,5400000,16300000,4,512,1600000,3400000,13100000,6000000,0.3312883435582822,18100000
1,1,0,8400000,29900000,16,476,16100000,2400000,32700000,7500000,0.2809364548494983,51200000
4,0,1,3800000,12500000,18,859,3900000,4600000,8200000,2700000,0.304,16700000
3,1,0,9100000,27400000,18,652,8500000,7300000,31700000,6800000,0.33211678832116787,47500000
5,1,0,1400000,3000000,6,754,3500000,2700000,5300000,1400000,0.4666666666666667,11500000
0,1,1,3300000,9600000,8,465,6100000,700000,9700000,2000000,0.34375,16500000
3,0,0,1500000,3200000,4,767,2000000,400000,3700000,1400000,0.46875,6100000
3,1,0,3200000,11500000,16,492,4800000,2300000,10400000,3200000,0.2782608695652174,17500000
3,0,0,500000,1700000,10,509,400000,300000,1400000,300000,0.29411764705882354,2100000
3,0,1,7400000,18300000,4,348,14300000,12600000,17900000,9800000,0.40437158469945356,44800000
3,1,1,5400000,14700000,4,359,12300000,9900000,15100000,6100000,0.3673469387755102,37300000
1,1,1,4600000,13600000,18,487,11200000,8500000,15500000,5400000,0.3382352941176471,35200000
0,0,1,6100000,23300000,12,478,3800000,2300000,17700000,4900000,0.26180257510729615,23800000
4,1,1,2900000,9400000,14,780,2900000,2800000,6700000,4300000,0.30851063829787234,12400000
4,0,1,1400000,4800000,6,411,1400000,300000,4400000,1600000,0.2916666666666667,6100000
0,0,0,500000,1600000,18,865,1400000,400000,1000000,200000,0.3125,2800000
5,0,1,7600000,18000000,12,452,7900000,4300000,23800000,4700000,0.4222222222222222,36000000
3,1,1,8800000,28600000,10,775,5200000,5000000,32000000,9600000,0.3076923076923077,42200000
2,1,1,8000000,28100000,18,765,24000000,10500000,17700000,8200000,0.2846975088967972,52200000
4,0,0,7800000,25400000,18,425,3000000,14000000,30500000,7200000,0.30708661417322836,47500000
1,0,0,7700000,17100000,14,603,11100000,12100000,30300000,7100000,0.4502923976608187,53500000
3,1,1,4500000,13100000,12,570,10500000,2000000,10100000,5800000,0.3435114503816794,22600000
2,0,0,7600000,28300000,12,800,19700000,14800000,15600000,7800000,0.26855123674911663,50100000
3,0,1,300000,1000000,8,641,700000,200000,1100000,200000,0.3,2000000
0,1,1,8600000,20000000,10,704,25400000,10000000,30800000,10300000,0.43,66200000
0,0,0,5900000,11800000,12,468,9100000,10000000,17500000,6200000,0.5,36600000
1,1,1,3600000,13200000,20,546,8900000,3600000,13900000,2900000,0.2727272727272727,26400000
5,1,0,5000000,12400000,14,315,7400000,8600000,17000000,4000000,0.4032258064516129,33000000
4,0,1,2400000,7100000,16,871,7000000,300000,8500000,3500000,0.3380281690140845,15800000
2,1,1,3600000,12800000,18,814,8600000,4100000,10300000,4100000,0.28125,23000000
1,0,1,600000,1900000,8,445,1200000,100000,1600000,300000,0.3157894736842105,2900000
2,1,0,7500000,15400000,8,332,8300000,3100000,23700000,5400000,0.487012987012987,35100000
1,0,1,7600000,19300000,20,835,5800000,2300000,22000000,8200000,0.39378238341968913,30100000
2,0,1,6400000,24100000,6,592,2500000,6300000,20200000,6000000,0.26556016597510373,29000000
4,0,1,2900000,11200000,2,547,8100000,4700000,9500000,3100000,0.25892857142857145,22300000
2,0,0,3900000,13600000,10,373,11600000,1000000,8400000,3600000,0.2867647058823529,21000000
4,1,0,5600000,14800000,20,656,9600000,9200000,11600000,6500000,0.3783783783783784,30400000
5,1,0,7600000,27800000,2,753,18400000,12200000,16900000,8000000,0.2733812949640288,47500000
1,1,1,6500000,18300000,10,722,11900000,8600000,19200000,4500000,0.3551912568306011,39700000
5,0,1,4500000,11600000,20,306,4800000,1900000,11900000,5700000,0.3879310344827586,18600000
0,0,1,1200000,2700000,2,638,1500000,500000,2700000,1500000,0.4444444444444444,4700000
0,0,0,1400000,3200000,14,384,3100000,800000,3400000,2000000,0.4375,7300000
5,1,0,2200000,5400000,12,833,4900000,3300000,7000000,1600000,0.4074074074074074,15200000
0,0,1,8900000,20900000,18,568,18800000,700000,32700000,5300000,0.4258373205741627,52200000
4,1,1,2400000,9400000,2,871,3700000,300000,7100000,3500000,0.2553191489361702,11100000
0,0,1,9300000,25000000,14,362,14900000,16100000,32300000,11000000,0.372,63300000
5,0,0,7300000,17200000,2,345,6100000,8400000,23200000,4900000,0.42441860465116277,37700000
5,0,0,5400000,18600000,2,538,7700000,2700000,18800000,4000000,0.2903225806451613,29200000
3,1,0,5800000,20600000,20,434,8400000,2700000,22600000,7000000,0.2815533980582524,33700000
3,0,1,1700000,3400000,6,488,100000,500000,4500000,1600000,0.5,5100000
5,0,0,4100000,11000000,14,379,6200000,1700000,8500000,5400000,0.37272727272727274,16400000
0,0,0,8400000,19800000,16,674,500000,12200000,27400000,10700000,0.42424242424242425,40100000
5,1,1,8900000,24800000,18,842,16200000,5000000,20000000,8100000,0.3588709677419355,41200000
4,0,1,8200000,29600000,10,457,6700000,6700000,21400000,11000000,0.27702702702702703,34800000
3,1,0,400000,1100000,16,504,200000,400000,800000,400000,0.36363636363636365,1400000
5,0,0,2000000,6100000,2,407,1900000,1900000,4600000,2000000,0.32786885245901637,8400000
5,0,0,2500000,6400000,16,590,3200000,3900000,5800000,3500000,0.390625,12900000
0,0,0,7100000,20700000,10,784,9500000,11400000,27900000,8600000,0.34299516908212563,48800000
4,0,0,3500000,8900000,4,470,1300000,2200000,12300000,2000000,0.39325842696629215,15800000
5,0,1,2300000,6700000,16,612,6700000,3300000,8800000,2000000,0.34328358208955223,18800000
3,0,0,3100000,11000000,2,543,5900000,2200000,9000000,2400000,0.2818181818181818,17100000
3,1,0,9000000,21400000,8,496,16400000,7300000,31800000,12500000,0.4205607476635514,55500000
4,1,1,6600000,14300000,8,371,10800000,9500000,18500000,7400000,0.46153846153846156,38800000
0,1,1,2100000,4900000,10,359,1000000,800000,6100000,1000000,0.42857142857142855,7900000
2,1,0,200000,800000,6,338,100000,0,400000,100000,0.25,500000
2,1,1,9200000,33000000,14,874,3900000,9700000,31200000,6600000,0.2787878787878788,44800000
2,1,1,1800000,5700000,4,809,1200000,1900000,6300000,2400000,0.3157894736842105,9400000
5,0,0,8800000,29300000,10,560,16800000,13900000,31100000,9900000,0.3003412969283277,61800000
2,1,0,7900000,20900000,2,723,1700000,1800000,16300000,7100000,0.37799043062200954,19800000
1,0,0,4700000,9300000,8,515,1000000,4700000,14600000,5700000,0.5053763440860215,20300000
2,1,0,5300000,13100000,14,417,4900000,6200000,18200000,6800000,0.40458015267175573,29300000
0,0,0,3900000,14500000,8,545,5900000,3000000,10300000,3400000,0.2689655172413793,19200000
4,1,1,8100000,18000000,8,817,1400000,7800000,16900000,10800000,0.45,26100000
4,0,0,5100000,18800000,10,694,6400000,5300000,13500000,4100000,0.2712765957446808,25200000
2,0,0,4200000,16800000,4,771,6500000,4500000,10500000,5800000,0.25,21500000
3,0,0,5900000,21200000,16,476,11700000,4800000,14800000,7700000,0.2783018867924528,31300000
5,1,1,9800000,35700000,10,726,9400000,18900000,31200000,12000000,0.27450980392156865,59500000
4,0,0,5700000,21900000,2,871,3200000,1700000,14400000,6100000,0.2602739726027397,19300000
3,1,0,7000000,21600000,12,739,1600000,7600000,24500000,8400000,0.32407407407407407,33700000
2,0,0,8800000,26700000,16,696,12900000,15300000,20300000,10900000,0.3295880149812734,48500000
4,1,0,1800000,7200000,20,496,3000000,1100000,7200000,2000000,0.25,11300000
0,0,0,2700000,10600000,6,591,1300000,2700000,9900000,1800000,0.25471698113207547,13900000
5,1,1,2400000,6500000,20,513,6400000,2100000,5200000,2600000,0.36923076923076925,13700000
2,1,0,4900000,16800000,10,480,2200000,8900000,12600000,2700000,0.2916666666666667,23700000
3,0,0,3100000,8500000,12,493,8700000,5100000,12000000,2000000,0.36470588235294116,25800000
0,0,0,7500000,25100000,14,877,21000000,11400000,16900000,10700000,0.29880478087649404,49300000
3,1,1,9100000,29300000,2,508,19000000,5100000,31600000,11900000,0.310580204778157,55700000
5,0,1,7100000,15500000,4,474,7600000,9000000,22400000,9400000,0.45806451612903226,39000000
2,0,0,9800000,20900000,12,768,3400000,10200000,38600000,13400000,0.4688995215311005,52200000
3,0,0,9700000,37800000,12,700,13400000,6100000,25800000,11900000,0.2566137566137566,45300000
5,0,0,300000,900000,6,492,800000,300000,700000,400000,0.3333333333333333,1800000
1,0,1,8900000,21200000,8,716,5400000,9200000,23800000,7900000,0.419811320754717,38400000
5,1,1,8600000,28900000,8,516,9900000,1800000,30200000,6800000,0.2975778546712803,41900000
1,1,0,4900000,18500000,4,612,6100000,5900000,16400000,2900000,0.2648648648648649,28400000
3,1,1,9400000,32100000,10,617,22700000,5800000,29400000,11400000,0.29283489096573206,57900000
1,0,1,7500000,29800000,18,770,1400000,5200000,28000000,8700000,0.2516778523489933,34600000
0,0,1,5400000,21400000,8,721,8200000,6400000,16700000,7400000,0.2523364485981308,31300000
4,1,0,1700000,4500000,12,821,3200000,1900000,4900000,1500000,0.37777777777777777,10000000
2,0,0,5500000,14800000,8,364,13000000,4500000,12600000,4500000,0.3716216216216216,30100000
1,0,1,5200000,16300000,6,524,11000000,3400000,20700000,4600000,0.31901840490797545,35100000
2,1,1,8300000,17600000,2,355,1000000,700000,28400000,6800000,0.4715909090909091,30100000
2,0,0,600000,2100000,16,425,900000,500000,2300000,300000,0.2857142857142857,3700000
0,1,1,9000000,18700000,18,865,26800000,0,20900000,11300000,0.48128342245989303,47700000
2,1,0,4400000,16500000,16,879,7800000,7500000,10300000,5400000,0.26666666666666666,25600000
3,0,0,7900000,27000000,6,601,17700000,7800000,27600000,11500000,0.29259259259259257,53100000
1,1,1,500000,1700000,18,617,400000,100000,1400000,500000,0.29411764705882354,1900000
0,0,1,7600000,17900000,16,788,1700000,7800000,27100000,5900000,0.4245810055865922,36600000
4,1,1,9200000,25500000,10,900,9400000,10500000,27400000,12800000,0.3607843137254902,47300000
4,0,0,8100000,19000000,6,375,4100000,14500000,19100000,11900000,0.4263157894736842,37700000
0,0,1,5300000,17600000,4,790,2000000,10200000,19700000,7700000,0.30113636363636365,31900000
3,1,0,1600000,3900000,20,804,900000,2500000,3200000,800000,0.41025641025641024,6600000
5,0,1,7200000,21300000,2,801,9900000,1700000,20400000,7200000,0.3380281690140845,32000000
4,1,0,7600000,28100000,12,324,12500000,8500000,19900000,11100000,0.2704626334519573,40900000
4,0,0,3500000,8900000,20,809,7100000,1500000,13700000,3200000,0.39325842696629215,22300000
3,1,0,1200000,3100000,10,438,1500000,2200000,3900000,1000000,0.3870967741935484,7600000
0,0,1,5300000,20200000,2,861,500000,800000,16500000,6200000,0.2623762376237624,17800000
4,1,1,9400000,20000000,12,817,3600000,1600000,34400000,8000000,0.47,39600000
1,0,1,3200000,9300000,6,483,6700000,1900000,7800000,3600000,0.34408602150537637,16400000
4,1,1,200000,700000,10,672,200000,200000,300000,300000,0.2857142857142857,700000
5,1,1,7700000,25800000,18,578,5000000,7700000,27200000,10600000,0.29844961240310075,39900000
2,0,0,2500000,8200000,10,429,1500000,4100000,5900000,2200000,0.3048780487804878,11500000
0,1,1,9500000,32000000,2,500,8300000,9700000,24500000,5600000,0.296875,42500000
5,1,0,1400000,5300000,12,778,1600000,700000,4400000,700000,0.2641509433962264,6700000
0,1,0,6400000,14200000,2,512,1600000,9200000,23100000,3500000,0.4507042253521127,33900000
3,1,1,5900000,18900000,4,742,10800000,4500000,23200000,8000000,0.31216931216931215,38500000
1,1,1,200000,400000,6,768,300000,100000,600000,0,0.5,1000000
5,0,1,3800000,10300000,16,606,7700000,1900000,9900000,2700000,0.36893203883495146,19500000
0,1,0,4300000,11000000,4,374,7100000,7300000,9300000,4700000,0.39090909090909093,23700000
5,1,1,9600000,29600000,4,446,22900000,3500000,36600000,13200000,0.32432432432432434,63000000
3,1,1,5800000,14100000,12,738,11700000,4400000,15400000,8400000,0.41134751773049644,31500000
2,1,1,1900000,6700000,16,893,5600000,3600000,6300000,1600000,0.2835820895522388,15500000
4,0,0,5100000,12300000,20,410,9200000,9200000,18700000,5600000,0.4146341463414634,37100000
1,0,1,8600000,27900000,20,415,12200000,14800000,27100000,7900000,0.30824372759856633,54100000
3,0,0,7800000,21800000,8,517,7700000,5100000,19500000,9100000,0.3577981651376147,32300000
0,0,0,2700000,7500000,6,832,7700000,1200000,10000000,2500000,0.36,18900000
4,0,1,5800000,15800000,14,528,6300000,100000,21400000,8700000,0.3670886075949367,27800000
3,0,1,5100000,17000000,10,477,1700000,3300000,13700000,6300000,0.3,18700000
2,0,0,4600000,14800000,6,410,12900000,6800000,16100000,5800000,0.3108108108108108,35800000
1,0,0,7000000,21000000,20,554,16900000,6600000,14600000,5600000,0.3333333333333333,38100000
1,1,1,3400000,7200000,8,741,4300000,6600000,11500000,3900000,0.4722222222222222,22400000
4,1,1,7800000,26800000,2,474,8900000,11200000,18400000,5600000,0.291044776119403,38500000
2,0,1,2700000,9600000,14,554,5800000,200000,10200000,1900000,0.28125,16200000
5,0,1,4400000,17300000,20,840,3600000,5100000,12900000,2300000,0.2543352601156069,21600000
0,0,1,5000000,18400000,12,752,14600000,4000000,10500000,6500000,0.2717391304347826,29100000
2,1,0,1900000,6500000,18,671,600000,2500000,4800000,1100000,0.2923076923076923,7900000
3,0,1,7200000,20400000,10,558,0,13200000,27200000,10600000,0.35294117647058826,40400000
1,1,1,3000000,6800000,10,541,5800000,5700000,10700000,2900000,0.4411764705882353,22200000
1,0,0,1000000,3000000,18,614,1800000,1700000,3700000,700000,0.3333333333333333,7200000
0,1,0,9200000,24700000,14,438,4800000,16000000,20600000,10700000,0.3724696356275304,41400000
3,1,1,9200000,27700000,20,688,4800000,16300000,25800000,11200000,0.33212996389891697,46900000
5,0,1,5200000,12700000,16,718,11700000,100000,18100000,7200000,0.4094488188976378,29900000
1,0,1,5500000,14900000,2,403,7400000,8900000,19700000,4100000,0.3691275167785235,36000000
4,0,0,7900000,29900000,8,314,22000000,4600000,26000000,8100000,0.26421404682274247,52600000
0,1,1,7300000,22600000,12,851,3300000,3400000,24800000,5300000,0.3230088495575221,31500000
1,1,1,3400000,9700000,20,830,3500000,6400000,10300000,4800000,0.35051546391752575,20200000
1,1,1,9900000,38500000,2,875,19600000,2900000,20200000,6500000,0.2571428571428571,42700000
0,0,1,2900000,10800000,20,694,6400000,200000,10600000,2100000,0.26851851851851855,17200000
2,0,0,5800000,13300000,4,878,8400000,5400000,18600000,4500000,0.43609022556390975,32400000
1,1,0,1000000,3400000,18,578,2300000,400000,3100000,1200000,0.29411764705882354,5800000
2,1,0,8800000,19000000,14,637,13700000,13900000,27100000,6100000,0.4631578947368421,54700000
5,0,0,3400000,6900000,14,312,1800000,400000,10300000,3800000,0.4927536231884058,12500000
1,1,0,9800000,21300000,2,356,23000000,12300000,25700000,14600000,0.460093896713615,61000000
3,1,1,9600000,30500000,18,669,4700000,1900000,26500000,9300000,0.31475409836065577,33100000
4,0,0,7400000,19400000,16,835,16400000,14200000,23500000,6500000,0.38144329896907214,54100000
0,1,0,5000000,16300000,12,737,2600000,3400000,11800000,4400000,0.3067484662576687,17800000
4,1,1,600000,2100000,6,558,1300000,1000000,2200000,300000,0.2857142857142857,4500000
4,0,0,7000000,18900000,6,475,1300000,6100000,14700000,5200000,0.37037037037037035,22100000
3,0,0,2100000,7700000,6,703,700000,4000000,8200000,1300000,0.2727272727272727,12900000
5,0,1,5400000,21400000,12,399,4000000,9700000,12400000,6800000,0.2523364485981308,26100000
0,1,1,9300000,22200000,14,701,600000,10100000,35900000,5700000,0.4189189189189189,46600000
